Date,Symbol,Open,High,Low,Close,Volume,Marketcap
2019-05-02,COST,241.76,242.885,240.42,242.68,1103548,267809028.64
2019-05-03,COST,243.27,244.88,242.72,244.61,790496,193363226.56
2019-05-06,COST,242.85,244.83,242.06,244.23,1014151,247686098.73
2019-05-07,COST,241.72,242.735,238.22,240.22,1474984,354320656.48
2019-05-08,COST,239.56,243.05,238.19,241.16,1333012,321469173.92
2019-05-09,COST,240.66,244.0556,240.16,243.47,1734102,422201813.94
2019-05-10,COST,242.94,248.55,240.025,247.02,1818257,449145844.14
2019-05-13,COST,244.12,244.93,240.67,241.89,1658115,401081437.35
2019-05-14,COST,242,245.09,241.81,242.73,1301692,315959699.16
2019-05-15,COST,242.11,245.4,241.23,244.69,1027835,251500946.15
2019-05-16,COST,246.64,249.73,245.21,247.46,1385605,342881813.3
2019-05-17,COST,245.88,250.0498,245.5935,248.21,1526619,378922101.99
2019-05-20,COST,247.15,249.94,247.15,248.81,1327020,330175846.2
2019-05-21,COST,249.11,250.83,248.1,249.97,1312837,328169864.89
2019-05-22,COST,251.01,251.01,249.14,249.55,1104043,275513930.65
2019-05-23,COST,248.63,249.92,247.1774,248.52,1553811,386153109.72
2019-05-24,COST,249.11,249.5635,246.77,247.3,1204030,297756619
2019-05-28,COST,248.58,250.2,246.14,246.14,2515070,619059329.8
2019-05-29,COST,244.13,244.77,238.91,240.68,2341955,563661729.4
2019-05-30,COST,242.15,243.58,240.745,241.48,1731801,418195305.48
2019-05-31,COST,238.98,240.66,233.05,239.57,3597182,861776891.74
2019-06-03,COST,239.78,241.54,238.0846,241.05,2237527,539355883.35
2019-06-04,COST,243,245.82,242.5,245.73,1448907,356039917.11
2019-06-05,COST,246.1,248.76,245.02,247.99,1572943,390074134.57
2019-06-06,COST,248,251.94,247.735,251.25,1220897,306750371.25
2019-06-07,COST,251.16,256.6,251.02,256.01,1926836,493289284.36
2019-06-10,COST,256.4,258.825,256.11,256.85,1584942,407092352.7
2019-06-11,COST,258.91,259.615,256.2078,257.12,1385495,356238474.4
2019-06-12,COST,257.58,258.75,255.77,257.28,884092,227459189.76
2019-06-13,COST,257.71,259.87,257.5474,259.72,2091767,543273725.24
2019-06-14,COST,260,261.2,258.91,260.15,2137836,556158035.4
2019-06-17,COST,261.13,262.25,260.43,261.51,1017969,266209073.19
2019-06-18,COST,263.61,264.1956,262.05,262.8,1556180,408964104
2019-06-19,COST,262.31,264.1008,260.94,263.55,1222363,322153768.65
2019-06-20,COST,265,267.79,264.55,267.35,1278793,341885308.55
2019-06-21,COST,266.77,268.94,265.99,266.14,2294851,610751645.14
2019-06-24,COST,267.31,267.97,266.52,266.86,1096299,292558351.14
2019-06-25,COST,266.71,267.08,265.36,266.36,961144,256010315.84
2019-06-26,COST,266.45,266.8195,264.34,264.41,973633,257438301.53
2019-06-27,COST,264.8,266.48,262.99,265.565,808277,214650081.505
2019-06-28,COST,265.22,266.385,263.36,264.13,1166002,307976108.26
2019-07-01,COST,266.43,267,261.84,263.53,1703823,449008475.19
2019-07-02,COST,263.92,265.57,261.67,265.56,1036732,275314549.92
2019-07-03,COST,265.14,269.16,265.14,269.14,815782,219559567.48
2019-07-05,COST,268.2,268.61,266.27,268.29,871305,233762418.45
2019-07-08,COST,268.33,269.69,267.35,269.485,848386,228627301.21
2019-07-09,COST,269.36,270.78,268.49,269.97,1169483,315725325.51
2019-07-10,COST,270.05,271.53,269.34,271.41,1016966,276014742.06
2019-07-11,COST,272.33,276.77,271.813,276.46,1851329,511818415.34
2019-07-12,COST,276.5,280,276.08,279.45,1622229,453331894.05
2019-07-15,COST,279.94,280.7,278.9,280.58,1338144,375456443.52
2019-07-16,COST,281,281.37,279.7765,280.66,1220712,342605029.92
2019-07-17,COST,281.05,282.85,280.22,281.51,1468063,413274415.13
2019-07-18,COST,282.2,283.06,279.19,282.91,1485332,420215276.12
2019-07-19,COST,283.07,284.31,281.35,281.42,1305443,367377769.06
2019-07-22,COST,281.22,282.32,279.32,280.17,1149343,322011428.31
2019-07-23,COST,281.85,282.08,279.0243,280.15,830001,232524780.15
2019-07-24,COST,279.83,281.24,279.01,280.83,859486,241369453.38
2019-07-25,COST,281.2,281.94,279.34,279.83,1072896,300228487.68
2019-07-26,COST,279.8,281.77,279.12,281.4,955583,268901056.2
2019-07-29,COST,281.01,281.3,279.54,280.13,975505,273268215.65
2019-07-30,COST,280.27,280.57,279.1,279.5,822171,229796794.5
2019-07-31,COST,279.02,279.72,272.6301,275.58,1477675,407217676.5
2019-08-01,COST,275.75,280.93,274.31,274.47,2210130,606614381.1
2019-08-02,COST,274.3,274.9414,270.5,272.53,1448694,394812575.82
2019-08-05,COST,270.09,270.29,262.71,265,2555119,677106535
2019-08-06,COST,266.47,270.2299,264.0485,269.31,1944798,523753549.38
2019-08-07,COST,268.18,274.855,263.59,274.31,2199836,603437013.16
2019-08-08,COST,273.04,274.84,271,274.84,1695469,465982699.96
2019-08-09,COST,274.22,275.47,271.9148,274.04,931114,255162480.56
2019-08-12,COST,274.03,274.98,269.3,271.31,1086413,294754711.03
2019-08-13,COST,271.18,278.16,270.01,276.26,1294958,357745097.08
2019-08-14,COST,274,275.36,268,268.15,1614628,432962498.2
2019-08-15,COST,270.53,272.9749,268.77,271.51,1448221,393206483.71
2019-08-16,COST,274.1,276.07,273.44,273.98,1045949,286569107.02
2019-08-19,COST,276.41,277.3815,274.55,275.62,1059362,291981354.44
2019-08-20,COST,276.28,276.36,272.85,272.97,881634,240659632.98
2019-08-21,COST,275.41,276.54,274.7,275.69,1314976,362525733.44
2019-08-22,COST,277.01,280.99,276.868,279.85,2028231,567600445.35
2019-08-23,COST,278.21,280.13,272.7,274.1,1492836,409186347.6
2019-08-26,COST,275.75,278.53,275.69,278.53,985483,274486579.99
2019-08-27,COST,281,293.44,280.34,292.35,4442173,1298669276.55
2019-08-28,COST,293.75,299.95,292.42,294.48,4827548,1421616335.04
2019-08-29,COST,297.48,297.725,292.7566,296.45,2364975,701096838.75
2019-08-30,COST,298.36,298.36,292.83,294.68,1355019,399296998.92
2019-09-03,COST,292.57,294,290.46,292.06,1545488,451375225.28
2019-09-04,COST,294,296.3,293.771,296.22,1177176,348703074.72
2019-09-05,COST,298.43,299.71,296.675,297,1560169,463370193
2019-09-06,COST,299.2,304.64,298.29,303.77,2756085,837215940.45
2019-09-09,COST,304.5,307.34,298.21,299.01,2596683,776434183.83
2019-09-10,COST,297.38,298.25,294.5789,297.15,2348943,697988412.45
2019-09-11,COST,294.3,295.74,287.81,290.67,4373657,1271290880.19
2019-09-12,COST,290.34,292.75,288.68,289.85,2630544,762463178.4
2019-09-13,COST,290.2,294.07,289.85,291.96,2034526,594000210.96
2019-09-16,COST,290.57,291.3769,288.3402,288.74,1115417,322065504.58
2019-09-17,COST,289.56,291.7858,288.69,291.45,1377091,401353171.95
2019-09-18,COST,290.7,293.57,288.8,292.47,1347025,393964401.75
2019-09-19,COST,289.49,289.76,284.71,287.84,2726069,784671700.96
2019-09-20,COST,288.75,289.41,286.14,286.24,3106410,889178798.4
2019-09-23,COST,286.36,288.13,285.75,287.61,1537511,442203538.71
2019-09-24,COST,289.3,292.62,286.4,287.92,1960930,564590965.6
2019-09-25,COST,288.26,289.68,286.87,288.51,1399101,403654629.51
2019-09-26,COST,289.43,289.8099,286.6,288.31,1239059,357233100.29
2019-09-27,COST,289.53,289.53,284.4,285.95,1273842,364255119.9
2019-09-30,COST,287.7,288.62,286.57,288.13,1436932,414023217.16
2019-10-01,COST,288.04,288.68,283.18,283.86,2246256,637622228.16
2019-10-02,COST,283.23,285.79,282.22,285.11,2196652,626287451.72
2019-10-03,COST,285.39,290.86,281.6001,289.01,3086880,892139188.8
2019-10-04,COST,287.85,291.95,283.32,291.74,8362161,2439576850.14
2019-10-07,COST,291.04,295.69,290.5,293.4,3560864,1044757497.6
2019-10-08,COST,292.95,295.58,290.45,291.88,3912068,1141854407.84
2019-10-09,COST,293.11,298.57,293.11,296.95,4057153,1204771583.35
2019-10-10,COST,298.63,299.48,296.26,297.13,2921400,868035582
2019-10-11,COST,298.07,300.76,297.36,297.42,3183924,946962676.08
2019-10-14,COST,298.97,300.34,297.5,297.52,2074903,617325140.56
2019-10-15,COST,298.32,299.64,297.23,298.47,2358947,704074911.09
2019-10-16,COST,296.8,298.97,295.08,298.82,2972162,888141448.84
2019-10-17,COST,298.85,302.61,298.85,302.42,2992799,905082273.58
2019-10-18,COST,302,304,300.9764,302.71,3207139,970833046.69
2019-10-21,COST,303.1,303.51,300.17,301.08,1064294,320437637.52
2019-10-22,COST,301.61,304.88,299.95,299.96,1781074,534250957.04
2019-10-23,COST,299.58,300.0523,297.18,297.19,1447232,430102878.08
2019-10-24,COST,295.05,298.28,294.56,297.05,1697917,504366244.85
2019-10-25,COST,295.52,297.25,295.11,296.48,1509832,447634991.36
2019-10-28,COST,295.7,299.09,295.21,298.93,1397810,417847343.3
2019-10-29,COST,298.21,298.94,295.81,295.87,1062673,314413060.51
2019-10-30,COST,296.92,300.25,295.97,299.79,1119428,335593320.12
2019-10-31,COST,298.36,299.622,294.55,297.17,1633175,485330614.75
2019-11-01,COST,297.99,298.34,295.5,296.2,1132418,335422211.6
2019-11-04,COST,297.16,298.22,295.17,296.87,1453121,431388031.27
2019-11-05,COST,297.09,299.6925,295.805,299.18,1363254,407858331.72
2019-11-06,COST,299.97,301.65,297.925,301.61,1280827,386310231.47
2019-11-07,COST,303.93,307.1,302.48,305.19,2014047,614667003.93
2019-11-08,COST,302.74,304.29,301.28,302.62,1397222,422827321.64
2019-11-11,COST,301.55,302.33,299.7,300.83,1066853,320941387.99
2019-11-12,COST,300.83,302.73,298.66,300.44,1290105,387599146.2
2019-11-13,COST,300.18,304,299.52,302.9,1370494,415122632.6
2019-11-14,COST,304.39,305.8884,302.265,304.62,1165783,355120817.46
2019-11-15,COST,305.31,305.44,301.6,303.69,1460161,443436294.09
2019-11-18,COST,303.11,306.38,302.75,304.66,987280,300784724.8
2019-11-19,COST,304.5,305,301.45,302.25,1455903,440046681.75
2019-11-20,COST,302.44,303.17,298.0108,300.57,1523037,457779231.09
2019-11-21,COST,300.69,301.87,299.52,300.27,995090,298795674.3
2019-11-22,COST,301.94,301.94,297.23,299.3,1079204,323005757.2
2019-11-25,COST,300.29,300.626,297.55,299.04,1195779,357585752.16
2019-11-26,COST,299.26,301.35,298.82,301.33,1580048,476115863.84
2019-11-27,COST,301.82,302.79,300.57,300.75,1637161,492376170.75
2019-11-29,COST,300.82,300.89,299.66,299.83,678803,203525503.49
2019-12-02,COST,299.75,300.2,294.27,297.39,2209124,656971386.36
2019-12-03,COST,295.13,296.19,292.7,295.74,1640523,485168272.02
2019-12-04,COST,296.04,297.16,295.15,296.49,1397899,414463074.51
2019-12-05,COST,297.13,297.13,292.5,293.13,1551202,454703842.26
2019-12-06,COST,294.98,295.99,294.26,294.9,1216530,358754697
2019-12-09,COST,295,297.19,294.545,295.12,1480755,437000415.6
2019-12-10,COST,296.03,296.69,294.545,295.78,1400191,414148493.98
2019-12-11,COST,296,296.3479,293.05,295.3,1558887,460339331.1
2019-12-12,COST,295.27,297.76,294.12,297.46,2326130,691930629.8
2019-12-13,COST,294.64,295,289.1,291.86,4900455,1430246796.3
2019-12-16,COST,293.03,294.46,292.85,293.47,2167384,636062182.48
2019-12-17,COST,293.5,296.3,292.75,295.56,2065034,610341449.04
2019-12-18,COST,295.99,296.36,291.82,291.91,2123624,619907081.84
2019-12-19,COST,292.06,293.81,291.5,293.71,1836080,539275056.8
2019-12-20,COST,293.85,295.02,292.78,294.86,2752620,811637533.2
2019-12-23,COST,294.91,295.31,293.03,293.2988,993387,291359215.0356
2019-12-24,COST,293.91,294.45,293.36,294.3,488811,143857077.3
2019-12-26,COST,294.49,295.72,293.9,295.65,949605,280750718.25
2019-12-27,COST,296.22,296.3,293.18,294.11,1038082,305310297.02
2019-12-30,COST,294.2,295.612,293.66,295.21,1060939,313199802.19
2019-12-31,COST,295,295.45,292.18,293.9,1181872,347352180.8
2020-01-02,COST,294.15,294.58,291,291.46,1816535,529447291.1
2020-01-03,COST,290.05,292.9,289.33,291.72,1545697,450910728.84
2020-01-06,COST,290.55,292.07,288.62,291.81,1610681,470012822.61
2020-01-07,COST,291.32,291.69,289.279,291.26,1627284,473962737.84
2020-01-08,COST,290.99,295.48,290.5,294.76,1907601,562284470.76
2020-01-09,COST,298.55,301.96,297.71,299.48,2830274,847610457.52
2020-01-10,COST,300.24,300.27,296.66,297.17,1474955,438312377.35
2020-01-13,COST,296.75,300.6495,296.75,299.86,1250382,374939546.52
2020-01-14,COST,299.25,301,298.58,299.79,1125466,337403452.14
2020-01-15,COST,298.35,301.04,298.044,300.87,1263756,380226267.72
2020-01-16,COST,301.39,304.06,300.975,303.11,1517766,460050052.26
2020-01-17,COST,303.4,305.3,303.03,304.68,2067112,629807684.16
2020-01-21,COST,306.2,313.34,305.76,313.33,5600948,1754945036.84
2020-01-22,COST,313.4,313.56,310.21,311.89,3897700,1215653653
2020-01-23,COST,312.02,313.4,310.7307,313,2228686,697578718
2020-01-24,COST,314.02,314.28,309.1,310.58,3494168,1085218697.44
2020-01-27,COST,306.15,311.77,305.65,309.53,1610468,498488160.04
2020-01-28,COST,310.51,311.71,309.1,310.89,1035132,321812187.48
2020-01-29,COST,310.9,311.97,309.385,309.54,1127466,348995825.64
2020-01-30,COST,307.53,309.64,306.665,309.57,1056280,326992599.6
2020-01-31,COST,308.55,309.18,304.56,305.53,1475140,450699524.2
2020-02-03,COST,307,308.58,301.67,301.92,2188728,660820757.76
2020-02-04,COST,304.57,305.9083,302.7622,304.9,1706365,520270688.5
2020-02-05,COST,307,309.59,305.56,308.99,1427203,440991454.97
2020-02-06,COST,309.35,311.8387,307.85,310.71,1547079,480692916.09
2020-02-07,COST,310,313.81,309.1248,313.66,1392846,436880076.36
2020-02-10,COST,313.76,316.9445,312.6,313.9,1648605,517497109.5
2020-02-11,COST,314.03,314.43,310.47,310.69,1333776,414390865.44
2020-02-12,COST,311.19,315.48,310.77,315.13,1193473,376099146.49
2020-02-13,COST,314.85,318.79,313.535,318.21,1243870,395811872.7
2020-02-14,COST,318.87,319.81,316.95,318.44,929104,295863877.76
2020-02-18,COST,319,323.48,318.61,321.92,1296381,417330971.52
2020-02-19,COST,322.08,324.5294,321.73,323.01,1142787,369131628.87
2020-02-20,COST,322.32,325.07,321.01,324.08,1244992,403477007.36
2020-02-21,COST,322.33,325.26,321.03,322.13,1455031,468709136.03
2020-02-24,COST,315.5,320,313.26,313.54,1878989,589138211.06
2020-02-25,COST,315,316.565,304.4,304.83,2210991,673976386.53
2020-02-26,COST,307.55,311.3,304.68,305.6,1952497,596683083.2
2020-02-27,COST,301.98,305,293,293,3106158,910104294
2020-02-28,COST,285.25,287.335,271.28,281.2611,6363333,1789758039.2463
2020-03-02,COST,294.44,309.51,291.377,309.14,6785482,2097663905.48
2020-03-03,COST,309.14,314.165,301.03,302.73,4295059,1300243211.07
2020-03-04,COST,308.29,320.97,305.0201,320.82,3422225,1097918224.5
2020-03-05,COST,316,324.51,313.2,315.49,7607410,2400061780.9
2020-03-06,COST,313,317.49,302.75,311.34,5612727,1747466424.18
2020-03-09,COST,295.85,310.33,293,300.945,4470653,1345420667.085
2020-03-10,COST,307.97,309.73,294.42,309.67,7449890,2307007436.3
2020-03-11,COST,300.86,307.79,294.19,297.27,6047218,1797656494.86
2020-03-12,COST,280.44,295.625,276.34,279.635,6200973,1734009084.855
2020-03-13,COST,288.83,303.245,278.27,302.69,5061533,1532075423.77
2020-03-16,COST,281.83,299.53,279.51,283.18,9736170,2757088620.6
2020-03-17,COST,289,307.19,286.3,307,6275480,1926572360
2020-03-18,COST,298,313.83,296,307.55,5138172,1580244798.6
2020-03-19,COST,311,313.8526,302.63,305.22,9672976,2952385734.72
2020-03-20,COST,307.92,308.01,287.02,290.42,5951130,1728327174.6
2020-03-23,COST,292.01,295.6721,278.4238,285.82,4988225,1425734469.5
2020-03-24,COST,294.59,297.35,282.8305,285.29,5891068,1680662789.72
2020-03-25,COST,284.21,290.7176,279.21,280.86,9740107,2735606452.02
2020-03-26,COST,281.34,293.7297,280.86,292.26,4741842,1385850742.92
2020-03-27,COST,287.13,293.49,283.33,284.15,7231532,2054839817.8
2020-03-30,COST,287.49,291.68,285.84,291.23,3337138,971874699.74
2020-03-31,COST,287.42,291.52,284,285.13,7520348,2144276825.24
2020-04-01,COST,282.36,288.8,280.9,286.6,3442975,986756635
2020-04-02,COST,284.38,292.78,282.82,291.48,5732860,1671014032.8
2020-04-03,COST,289.1604,292.34,285.8,288.64,3342049,964649023.36
2020-04-06,COST,293,305.49,289.57,305.09,4599471,1403252607.39
2020-04-07,COST,306.5,310,303.22,303.62,3588259,1089467197.58
2020-04-08,COST,305.11,307.42,302.28,305.97,5983996,1830923256.12
2020-04-09,COST,299.45,304.35,297.575,300.06,5759704,1728256782.24
2020-04-13,COST,298.58,303.95,297.66,299.45,2268477,679295437.65
2020-04-14,COST,302.75,314.75,301.25,314.15,7372919,2316202503.85
2020-04-15,COST,311.64,313.75,306.82,310.27,7479544,2320678116.88
2020-04-16,COST,314.73,322.63,312.04,321.42,9860937,3169502370.54
2020-04-17,COST,321.31,322.1344,314.02,317.88,9516244,3025023642.72
2020-04-20,COST,317.95,318.38,311.53,311.79,6352291,1980580810.89
2020-04-21,COST,311.14,311.89,299.345,301.28,10077315,3036093463.2
2020-04-22,COST,304,310.92,302.04,309.06,4816918,1488716677.08
2020-04-23,COST,307.0335,309.635,304.79,305.4,7110993,2171697262.2
2020-04-24,COST,307.33,310.83,305.5117,310.54,5059830,1571279608.2
2020-04-27,COST,313.05,313.29,307.59,308.67,8168992,2521522760.64
2020-04-28,COST,310.825,311.27,304.28,304.86,4378791,1334918224.26
2020-04-29,COST,304.95,308.6832,301.1206,307.09,6561442,2014953223.78
2020-04-30,COST,306.15,307.895,302.57,303.01,4777980,1447775719.8
2020-05-01,COST,301.78,304.8199,300.18,301.92,2027707,612205297.44
2020-05-04,COST,303,305.53,300.07,304.49,2026871,617161950.79
2020-05-05,COST,305.06,309.8,303.44,307.9,4028860,1240485994
2020-05-06,COST,309.92,311.04,306.54,308.89,2191243,676853050.27
2020-05-07,COST,309.34,309.87,304.53,304.99,4442076,1354788759.24
2020-05-08,COST,305.9,307.18,303.7,305.99,4101270,1254947607.3
2020-05-11,COST,305.64,311.83,305,310.18,3333830,1034087389.4
2020-05-12,COST,310.84,311.545,304.79,304.84,3958168,1206607933.12
2020-05-13,COST,304.84,306.4,300.12,302.16,2710112,818887441.92
2020-05-14,COST,301.01,302.88,294.535,299.75,3486155,1044974961.25
2020-05-15,COST,299.07,299.835,295.86,299.21,6283600,1880115956
2020-05-18,COST,301.7206,303.19,299.92,302.73,6196784,1875952420.32
2020-05-19,COST,304.62,309.025,303.15,304.51,3085316,939509575.16
2020-05-20,COST,306.77,307.918,303.2005,305,2574803,785314915
2020-05-21,COST,304.79,305.04,301.25,301.97,3977996,1201235452.12
2020-05-22,COST,302.01,303.94,300.83,302.42,4062012,1228433669.04
2020-05-26,COST,306.01,306.9,303.5278,304.98,2427249,740262400.02
2020-05-27,COST,304.56,306.31,299.47,305.935,5291596,1618884422.26
2020-05-28,COST,307.25,311,306.9,309.8,3590280,1112268744
2020-05-29,COST,304.2,308.88,302.35,308.34,4194674,1293385781.16
2020-06-01,COST,307.9,309.74,306.46,308.29,4232290,1304772684.1
2020-06-02,COST,307.95,309.02,304.72,306.91,4291438,1317085236.58
2020-06-03,COST,307.5,308.2,305.92,306.56,3731830,1144029804.8
2020-06-04,COST,310.85,315.35,309.09,310.75,4005930,1244842747.5
2020-06-05,COST,313.13,313.6283,307.29,312.05,3886499,1212782012.95
2020-06-08,COST,310.66,311.2911,306.46,307.19,6737166,2069590023.54
2020-06-09,COST,307.5,308.6,305.17,305.7,5325378,1627968054.6
2020-06-10,COST,306.48,308.63,305.65,307.27,2160122,663740686.94
2020-06-11,COST,306.99,309.2,300.64,301.03,6010482,1809335396.46
2020-06-12,COST,302.67,305.15,301.86,302.05,1081114,326550483.7
2020-06-15,COST,297.05,298.07,293.8394,297.1,5936484,1763729396.4
2020-06-16,COST,301.35,302.74,299.22,301.37,4523472,1363238756.64
2020-06-17,COST,301.02,302,298.9,299.61,3818006,1143912777.66
2020-06-18,COST,300,300.8062,297.79,299.57,3314751,992999957.07
2020-06-19,COST,300.18,301.8999,298.64,299.74,2240883,671682270.42
2020-06-22,COST,299.7,301.48,298.25,300.45,1647280,494925276
2020-06-23,COST,301.73,304.9,300.73,301.24,2206246,664609545.04
2020-06-24,COST,300.77,301.28,296.6,297.95,1886574,562104723.3
2020-06-25,COST,297.06,301.15,295.4,300.53,1872254,562668494.62
2020-06-26,COST,300.41,302.1173,295.95,296.55,1894194,561723230.7
2020-06-29,COST,297.44,301.63,296.83,301.62,1557038,469633801.56
2020-06-30,COST,301.01,304.62,300.1363,303.19,1827185,553984220.15
2020-07-01,COST,302.5,305.58,300.75,304.65,1703321,518916742.65
2020-07-02,COST,306,308.92,304.6006,305.79,2206323,674671510.17
2020-07-06,COST,307.53,311.555,307.24,311.36,2088194,650180083.84
2020-07-07,COST,310.02,318.05,309.72,316.25,2767873,875339836.25
2020-07-08,COST,317.14,318.05,314.01,316.32,2032474,642912175.68
2020-07-09,COST,320,328.98,319.68,325.51,4984914,1622639356.14
2020-07-10,COST,326,327.4,323.11,326.09,2217641,723150553.69
2020-07-13,COST,326.3,329.1133,321.5,322.96,2132688,688772916.48
2020-07-14,COST,321.3175,328.66,320.451,327.84,1446533,474231378.72
2020-07-15,COST,328.1,329.32,325.62,326.8,1522173,497446136.4
2020-07-16,COST,326.62,327.9,324.06,326.06,1163984,379528623.04
2020-07-17,COST,327.3,327.8,324.58,324.76,1404242,456041631.92
2020-07-20,COST,324.891,327.435,322.6634,326.41,1535556,501220833.96
2020-07-21,COST,327,331.49,326.5,327.74,1658035,543404390.9
2020-07-22,COST,329.65,329.66,325.01,328.29,1138063,373614702.27
2020-07-23,COST,328.1,330.38,325.63,326.11,842142,274630927.62
2020-07-24,COST,326.22,328.75,324.67,325.78,1265407,412244292.46
2020-07-27,COST,325.68,329,325.18,327.56,1302318,426587284.08
2020-07-28,COST,327.97,330,325.82,327.56,1196479,391918661.24
2020-07-29,COST,327.02,328.04,325.385,326.14,1124776,366834444.64
2020-07-30,COST,322.685,326.45,322,324.82,1072012,348210937.84
2020-07-31,COST,324.82,326.31,322.55,325.53,1439839,468710789.67
2020-08-03,COST,325.55,329.89,324.3,329.16,1259766,414664576.56
2020-08-04,COST,329.56,339.82,328.92,339.82,3366892,1144137239.44
2020-08-05,COST,341.8552,342.73,337.59,339.98,2142557,728426528.86
2020-08-06,COST,342.41,345.12,341.61,343.49,1826251,627298955.99
2020-08-07,COST,343.14,344.73,339.63,340.88,1469067,500775558.96
2020-08-10,COST,340.205,341.065,338.58,339.95,1051132,357332323.4
2020-08-11,COST,340.85,340.85,331.8,332.26,1809010,601061662.6
2020-08-12,COST,333.745,338.9,333.17,336.72,1617824,544753697.28
2020-08-13,COST,336.99,339.46,335.13,335.67,1103300,370344711
2020-08-14,COST,336.53,338.76,335.6,336.07,1038282,348935431.74
2020-08-17,COST,337.65,340.37,337.355,340.07,1313697,446748938.79
2020-08-18,COST,341,342.8,336.81,340.6,1266607,431406344.2
2020-08-19,COST,341.12,341.94,339.95,340.77,1356761,462343445.97
2020-08-20,COST,340.14,341.66,338.74,341.02,1183713,403669807.26
2020-08-21,COST,340.07,345.84,339.33,344.61,1825527,629094859.47
2020-08-24,COST,345.11,346.11,342.105,344.13,1164563,400761065.19
2020-08-25,COST,344.14,344.91,341.46,344.71,956519,329721664.49
2020-08-26,COST,343.01,344.83,341.69,344.399,1274883,439068430.317
2020-08-27,COST,345.61,347.742,342.5501,346.45,1705080,590724966
2020-08-28,COST,347.47,349.06,345.5,348.38,1173295,408752512.1
2020-08-31,COST,346.85,348.75,344.29,347.4,1205482,418784446.8
2020-09-01,COST,345.71,351.49,345.41,351.45,1543203,542358694.35
2020-09-02,COST,353.61,359.92,351.31,358.83,2060110,739229271.3
2020-09-03,COST,363.07,363.67,345.52,348.34,3057982,1065217449.88
2020-09-04,COST,353.98,353.98,340.4,346.57,2198950,762090101.5
2020-09-08,COST,343.84,344.92,338.18,338.87,1790301,606679299.87
2020-09-09,COST,340.9,349.7,340.39,346.42,1590297,550910686.74
2020-09-10,COST,346.23,347.2,338.76,339.42,1290103,437886760.26
2020-09-11,COST,340.28,343.26,336.1,339.03,1390711,471492750.33
2020-09-14,COST,340.99,344.84,340.47,343.03,1233397,423092172.91
2020-09-15,COST,345.02,347.76,342.75,343.88,1156733,397777344.04
2020-09-16,COST,347.27,348.76,343.25,343.71,1362716,468379116.36
2020-09-17,COST,339.58,342.89,336.365,339.03,2312073,783862109.19
2020-09-18,COST,340.2,341.22,331.2,335.91,2575228,865044837.48
2020-09-21,COST,333.9713,339.62,333.71,339.58,1806094,613313400.52
2020-09-22,COST,340.702,344.9,339.59,344.45,1806544,622264080.8
2020-09-23,COST,348,348.25,344.06,344.71,3117129,1074505537.59
2020-09-24,COST,345,347.3333,338.309,347.12,4513135,1566599421.2
2020-09-25,COST,340.74,343.77,335.36,342.58,6579532,2254016072.56
2020-09-28,COST,343.76,349.77,343.1,349.76,2905183,1016116806.08
2020-09-29,COST,348.95,354.29,347.1,352.13,2001925,704937850.25
2020-09-30,COST,352.56,357.6986,351.1705,354.84,1746187,619616995.08
2020-10-01,COST,356.26,359.685,354.82,358.45,1605031,575323361.95
2020-10-02,COST,354.7277,357.84,352.85,355.01,1715698,609089946.98
2020-10-05,COST,355.33,358.98,355.33,358.59,1181168,423555033.12
2020-10-06,COST,361.9,363,357.0394,358.21,1966929,704573637.09
2020-10-07,COST,360.43,364.74,359.66,362.9,1429480,518758292
2020-10-08,COST,364.802,365.97,361.75,365.08,1520984,555280838.72
2020-10-09,COST,366,369.75,365.71,369.47,1245481,460167865.07
2020-10-12,COST,371,380.66,370.77,376.53,2331723,877963661.19
2020-10-13,COST,378.42,382.259,376.48,380.69,1326881,505130327.89
2020-10-14,COST,382.8897,383.8715,376.7,378.53,1439755,544990460.15
2020-10-15,COST,376.46,378.36,373.06,376.57,1345544,506691504.08
2020-10-16,COST,380.5,384.86,379.12,381.54,1896989,723777183.06
2020-10-19,COST,382.03,383.085,374.71,375.61,1350776,507364973.36
2020-10-20,COST,377.69,382.08,376.12,378.29,959685,363039238.65
2020-10-21,COST,378.56,381.28,377.02,377.66,887969,335350372.54
2020-10-22,COST,377.35,378.38,372.0301,375.75,1340950,503861962.5
2020-10-23,COST,375.61,376.52,373.56,374.6,871107,326316682.2
2020-10-26,COST,366.54,372.63,366.12,371.04,1732371,642778935.84
2020-10-27,COST,368.77,374.913,368.77,372.85,1126300,419940955
2020-10-28,COST,367.3293,372.41,364.67,364.96,1429401,521674188.96
2020-10-29,COST,363.23,369.09,362.51,364.66,1113919,406201702.54
2020-10-30,COST,361.13,363.85,355.79,357.56,1797385,642672980.6
2020-11-02,COST,362.22,365.66,360.71,364.4,1266337,461453202.8
2020-11-03,COST,368.94,374.8,367.89,371.72,1362744,506559199.68
2020-11-04,COST,374.02,381.635,374,376.17,1936484,728447186.28
2020-11-05,COST,382.48,386.58,379.5,385.23,1801669,694056948.87
2020-11-06,COST,381.88,386.8,380.89,385.38,1615308,622507397.04
2020-11-09,COST,388.25,389.5,364.76,364.81,3395156,1238586860.36
2020-11-10,COST,363.8795,371.535,360.59,366.62,2195051,804749597.62
2020-11-11,COST,369.68,374.7,368.16,373,1381488,515295024
2020-11-12,COST,376.95,378.24,373.56,375.81,1226783,461037319.23
